,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,basement_exist,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15
13596,259800610,2015-02-20,575000.0,4,2.5,2280,9491,1.0,4,7,1290,1.0,1966,98008,47.6297,-122.117,1560,8050
13599,6672700120,2014-10-16,459000.0,4,1.75,2260,9703,1.0,2,8,1660,1.0,1978,98052,47.6622,-122.145,2390,8455
13601,2331550120,2014-09-04,310000.0,4,2.5,2440,7093,2.0,3,7,2440,0.0,1999,98030,47.3817,-122.204,1860,6072
13611,8682291970,2014-09-24,398000.0,2,2.0,1300,3865,1.0,3,8,1300,0.0,2006,98053,47.7193,-122.024,1350,4199
13613,2722049092,2015-01-08,240000.0,4,1.5,1780,14810,1.0,4,8,1180,1.0,1950,98032,47.3581,-122.288,1450,6728
13618,7760400210,2015-02-24,255000.0,3,2.0,1310,8454,1.0,3,7,1310,0.0,1994,98042,47.3697,-122.075,1310,8454
13619,8078390150,2014-06-26,675750.0,4,2.5,2770,10274,2.0,3,9,2770,0.0,1989,98029,47.5748,-122.01799999999999,2270,7210
13621,5104520720,2014-09-30,353500.0,4,2.5,1770,9239,2.0,3,7,1770,0.0,2004,98038,47.3512,-122.006,2150,5450
13624,5249803010,2015-01-21,439000.0,4,2.0,1800,5465,1.0,3,7,900,1.0,1942,98118,47.56100000000001,-122.272,1400,5400
13630,1624049275,2014-08-12,327000.0,4,2.5,1630,5361,2.0,3,7,1630,0.0,1999,98144,47.5704,-122.294,1920,5046
13631,5035300871,2014-10-14,898000.0,2,2.25,2470,7658,1.0,4,8,1480,1.0,1954,98199,47.653,-122.416,2070,7270
13632,1329500120,2015-01-09,300000.0,4,2.5,2600,8572,2.0,3,8,2600,0.0,2003,98001,47.3155,-122.266,2170,5288
13633,7504400620,2015-04-13,418500.0,3,2.0,1800,12440,1.0,3,8,1220,1.0,1978,98074,47.6254,-122.05,2460,12352
13634,8029550180,2015-03-25,450000.0,4,2.5,2240,4616,2.0,3,7,1840,1.0,2001,98056,47.5118,-122.194,2260,5200
13636,6141100330,2014-06-12,440000.0,3,1.0,1710,6556,1.5,4,7,1200,1.0,1926,98133,47.7185,-122.354,1410,6563
13637,7131300063,2015-04-29,350000.0,4,1.75,2140,4959,1.0,3,7,1080,1.0,1965,98118,47.5166,-122.266,1590,5250
13638,2807100155,2014-05-15,240000.0,3,2.0,1400,6200,1.0,3,6,700,1.0,1948,98133,47.7634,-122.34,1410,7564
13639,1819800286,2014-06-16,460000.0,2,1.0,890,2100,1.0,4,6,760,1.0,1919,98107,47.65600000000001,-122.359,1600,4250
13640,2663000580,2014-09-19,825000.0,4,1.0,1820,4000,2.0,3,8,1820,0.0,1923,98102,47.6259,-122.321,2050,4000
13641,7749500970,2015-02-26,267500.0,3,2.25,1860,12000,1.0,4,7,1860,0.0,1976,98092,47.2942,-122.19,1815,9604
13645,9136103027,2014-06-08,445000.0,2,1.0,1440,3225,1.0,3,7,960,1.0,1915,98103,47.6653,-122.338,1160,3630
13647,3432501415,2014-11-11,399000.0,3,1.75,1170,8148,1.0,3,7,1170,0.0,1952,98155,47.7479,-122.318,1200,8147
13650,9478500770,2015-04-03,360000.0,4,2.5,2570,4557,2.0,3,7,2570,0.0,2009,98042,47.367,-122.115,2200,4500
13651,6388920410,2015-04-23,655000.0,3,2.5,2370,7916,2.0,3,9,2370,0.0,1990,98056,47.528,-122.171,2500,8221
13653,8860300220,2015-04-29,612000.0,5,2.5,2300,7000,1.0,3,8,1290,1.0,1975,98052,47.6875,-122.12200000000001,2080,7280
13658,7129800063,2015-04-20,330000.0,5,2.75,2390,6282,1.0,4,7,1290,1.0,1966,98118,47.5149,-122.26299999999999,1690,5202
13661,6163900333,2014-11-10,338000.0,3,1.75,1250,7710,1.0,4,7,1250,0.0,1947,98155,47.7623,-122.31700000000001,1340,7710
13666,3204800040,2014-11-03,431000.0,3,1.75,1660,12865,1.0,5,7,1660,0.0,1967,98056,47.5375,-122.175,1610,12400
13668,7503800210,2015-03-26,295000.0,4,2.5,1677,7209,2.0,3,7,1677,0.0,2011,98023,47.2957,-122.35700000000001,2236,7209
13669,2781250150,2015-04-23,445000.0,4,2.5,2990,6383,2.0,3,7,2990,0.0,2003,98038,47.3499,-122.027,2640,6454
13675,3271301175,2014-08-15,661000.0,2,1.0,1260,5800,1.0,4,7,1260,0.0,1939,98199,47.6501,-122.40899999999999,1830,5800
13676,7203101970,2014-07-15,362764.0,3,2.0,1460,4350,2.0,3,7,1460,0.0,2008,98053,47.69600000000001,-122.02600000000001,1740,4622
13678,5255200220,2014-12-05,405000.0,3,1.75,2020,8531,1.0,3,7,2020,0.0,1965,98011,47.7691,-122.199,1950,8449
13680,937000330,2015-03-19,246500.0,3,1.5,1170,11530,1.0,3,7,1170,0.0,1960,98198,47.4211,-122.29,1550,8605
13683,9264901510,2014-11-07,240000.0,3,1.75,1770,8571,1.0,3,8,1270,1.0,1978,98023,47.3109,-122.339,2120,7711
13685,1645000097,2014-08-09,249000.0,3,1.75,1300,8500,1.0,4,7,1300,0.0,1964,98022,47.208999999999996,-122.005,1410,7800
13686,2923501020,2014-09-29,580000.0,4,2.25,2610,7700,1.0,3,8,1700,1.0,1977,98027,47.5659,-122.089,2260,8266
13688,2621760360,2014-09-26,333000.0,4,2.5,2100,7366,2.0,3,8,2100,0.0,1997,98042,47.3703,-122.10700000000001,2060,7324
13691,6777800150,2014-07-22,265000.0,3,1.75,2200,7200,1.0,3,8,1270,1.0,1962,98032,47.3745,-122.27600000000001,1800,8000
13692,1563103040,2014-10-25,490000.0,2,1.0,990,5000,1.0,3,7,990,0.0,1941,98116,47.5666,-122.40299999999999,2250,6032
13693,7550800736,2015-05-06,600000.0,2,1.75,1180,5000,1.0,2,7,880,1.0,1925,98107,47.6749,-122.398,1470,5000
13695,7555220150,2014-12-17,670000.0,4,2.25,2370,9636,1.0,3,8,1660,1.0,1976,98033,47.6497,-122.194,2350,9588
13698,4039500610,2014-08-20,440000.0,3,1.75,1430,8400,1.0,4,7,1430,0.0,1961,98008,47.6073,-122.12700000000001,1570,7800
13699,3904910610,2015-05-06,700000.0,4,2.5,2490,7694,2.0,3,8,2490,0.0,1987,98029,47.567,-122.016,2140,8126
13700,2489200230,2015-03-11,756100.0,4,2.0,2000,8317,1.5,4,8,2000,0.0,1917,98126,47.5394,-122.37899999999999,1390,6001
13706,7811100230,2014-07-24,650000.0,4,2.75,2020,15810,1.0,4,9,1620,1.0,1967,98005,47.5921,-122.155,2210,10160
13707,6608500220,2014-12-24,410000.0,3,1.75,1340,9975,1.0,4,7,1340,0.0,1961,98033,47.7012,-122.169,1340,10050
13716,1423049029,2015-03-06,265000.0,4,1.75,1970,8390,1.0,3,7,1140,1.0,1955,98178,47.4861,-122.251,1710,10890
13717,1703900155,2014-11-13,325000.0,2,1.0,790,6000,1.0,3,7,790,0.0,1948,98118,47.5543,-122.273,960,6000
13718,1397300120,2014-07-29,364500.0,3,1.75,1740,8424,1.0,5,7,1040,1.0,1954,98133,47.7508,-122.352,1370,8424
13719,7304301085,2015-01-29,322500.0,2,1.0,1130,8184,1.0,3,6,1130,0.0,1947,98155,47.7473,-122.32,1010,8184
13720,603001020,2015-04-16,338900.0,3,1.75,1180,4000,1.0,3,7,1040,1.0,1929,98118,47.5226,-122.28399999999999,1430,4000
13725,9269750220,2014-12-23,252000.0,3,1.75,2050,11313,1.0,3,7,1520,1.0,1987,98023,47.2837,-122.35799999999999,1620,8065
13731,3582750120,2014-07-15,409000.0,2,2.25,1640,2128,2.0,4,8,1640,0.0,1974,98028,47.753,-122.25200000000001,1640,2128
13732,3319500385,2014-06-16,400000.0,4,1.75,1580,5340,1.0,3,7,1130,1.0,1947,98144,47.6003,-122.306,830,980
13734,1238501098,2015-03-13,580000.0,3,2.25,1580,8506,2.0,3,7,1580,0.0,1987,98033,47.68600000000001,-122.185,2253,8515
13738,3905040040,2015-02-26,464000.0,3,2.5,1770,5146,2.0,3,8,1770,0.0,1992,98029,47.5704,-121.999,1870,5146
13740,6669150530,2014-11-17,230000.0,3,1.5,1500,11616,1.0,3,7,1100,1.0,1980,98031,47.4062,-122.17399999999999,1830,8288
13741,3298200620,2014-07-14,358000.0,3,1.0,940,6695,1.0,4,6,940,0.0,1959,98008,47.6195,-122.12,1230,7400
13742,8024202170,2014-08-20,510000.0,3,2.25,2340,6183,1.0,3,7,1210,1.0,1929,98115,47.6979,-122.31,1970,6183
13744,1788900230,2015-04-03,199950.0,3,1.0,840,9480,1.0,3,6,840,0.0,1960,98023,47.3277,-122.34100000000001,840,9420
13746,7645900355,2015-03-13,850000.0,3,2.75,3180,3680,2.0,4,9,2190,1.0,1918,98126,47.577,-122.38,2000,3680
13747,458000065,2014-09-23,542000.0,4,2.5,2020,3440,1.5,4,7,1480,1.0,1928,98117,47.6885,-122.376,1520,5080
13751,7304301005,2014-05-23,350000.0,3,1.0,1010,11244,1.0,4,7,1010,0.0,1947,98155,47.7467,-122.321,1220,11242
13752,7899800915,2015-02-09,216000.0,2,1.0,710,5120,1.0,3,6,710,0.0,1918,98106,47.5224,-122.35700000000001,1150,1252
13753,164000271,2014-09-05,340000.0,3,1.0,980,7228,1.5,3,7,980,0.0,1946,98133,47.7294,-122.353,1070,7228
13754,7010700976,2014-11-14,505000.0,3,1.0,1100,5400,1.5,3,7,1100,0.0,1908,98199,47.6604,-122.396,1770,4400
13756,8732020770,2014-09-04,263850.0,4,2.25,2300,7524,2.0,4,8,2300,0.0,1978,98023,47.313,-122.38799999999999,2270,8025
13760,4027700799,2015-02-26,364000.0,3,2.25,1420,6600,1.0,3,7,1160,1.0,1987,98028,47.77,-122.265,1920,7902
13761,3902310210,2014-08-22,610000.0,4,2.5,2100,8800,1.0,5,8,1250,1.0,1980,98033,47.6909,-122.186,2100,9000
13766,7844200040,2014-07-31,375000.0,3,1.75,2100,9066,1.0,3,8,1440,1.0,1962,98188,47.4294,-122.292,2000,9132
13767,9315300230,2014-08-20,293550.0,4,1.75,1250,8840,1.0,4,7,910,1.0,1979,98198,47.4138,-122.31700000000001,1410,8378
13769,2781250530,2014-08-12,225000.0,2,2.5,1360,2693,2.0,3,6,1360,0.0,2003,98038,47.3492,-122.025,1360,2693
13770,7796600085,2015-01-08,185000.0,4,1.0,1400,8684,1.5,3,7,1400,0.0,1957,98146,47.4887,-122.344,1520,8712
13771,3205400150,2014-06-17,402000.0,3,1.5,1450,7375,1.0,3,7,1010,1.0,1968,98034,47.7212,-122.179,1350,7440
13772,2207200455,2015-04-09,585000.0,5,1.75,1880,16617,1.0,3,7,960,1.0,1963,98007,47.6003,-122.132,1720,8400
13773,9523100458,2014-06-17,549000.0,2,2.5,1380,953,3.0,3,9,1380,0.0,2006,98103,47.6654,-122.355,1430,3400
13775,3840700593,2015-04-06,345000.0,3,1.75,1380,10529,1.0,3,7,1380,0.0,1967,98034,47.7119,-122.23299999999999,1670,5694
13778,4083305870,2014-10-01,705000.0,2,2.0,1650,6840,1.5,5,7,1650,0.0,1916,98103,47.6512,-122.338,1700,4560
13781,797000258,2015-04-02,350000.0,2,2.75,2820,11770,2.0,3,7,1630,1.0,1947,98168,47.5102,-122.324,1690,12500
13782,9100000040,2014-08-07,480000.0,3,1.75,1710,4080,1.0,4,7,1130,1.0,1979,98136,47.5563,-122.39200000000001,1200,4080
13788,4307330120,2014-09-17,320000.0,3,2.5,1680,4584,2.0,3,7,1680,0.0,2003,98056,47.4794,-122.182,2160,4621
13790,1939120540,2014-07-22,640000.0,3,2.5,2390,8315,2.0,4,9,2390,0.0,1990,98074,47.6271,-122.02799999999999,2370,7816
13792,6600790210,2014-07-16,228000.0,2,1.0,1800,9236,1.0,3,7,1800,0.0,1954,98030,47.3792,-122.198,1730,5701
13795,9542830210,2015-02-11,300000.0,4,2.25,1660,3200,2.0,3,7,1660,0.0,2011,98038,47.3666,-122.01899999999999,1960,3558
13796,263000155,2014-05-05,418000.0,3,2.0,1410,6030,1.5,4,7,1410,0.0,1930,98103,47.6994,-122.34700000000001,1410,6300
13799,2095500040,2014-06-13,325000.0,3,2.5,2070,8337,2.0,3,8,2070,0.0,1997,98030,47.3658,-122.176,2030,7248
13801,9542850580,2014-10-10,760000.0,4,2.25,3040,9690,1.0,4,9,1940,1.0,1978,98005,47.5923,-122.169,2430,9690
13803,2225039081,2014-10-20,405000.0,3,1.0,960,3960,1.0,3,7,960,0.0,1943,98199,47.6465,-122.404,1550,6050
13805,8021701115,2014-08-26,549000.0,3,2.0,1560,5130,1.0,5,7,1150,1.0,1915,98103,47.6913,-122.333,1560,4500
13811,8092500150,2015-04-28,273500.0,4,2.75,1300,9638,1.0,2,7,1300,0.0,1983,98042,47.3683,-122.109,1670,9638
13813,5126400230,2014-05-24,199000.0,2,1.0,720,7200,1.0,5,6,720,0.0,1943,98058,47.4763,-122.177,970,8027
13814,7137950720,2015-03-04,339100.0,4,2.5,2350,10655,2.0,3,8,2350,0.0,1992,98092,47.3284,-122.171,2210,7028
13815,1473120230,2014-12-23,435000.0,4,2.5,2940,7590,2.0,3,9,2940,0.0,1991,98058,47.4341,-122.16,2550,8360
13818,705000120,2015-04-06,395000.0,3,1.0,950,6951,1.0,4,7,950,0.0,1950,98125,47.7263,-122.3,1410,7200
13819,1930300410,2015-03-04,575000.0,2,1.0,1250,4320,1.0,4,7,850,1.0,1911,98103,47.6549,-122.352,1520,4320
13820,9393700065,2015-04-23,515000.0,3,1.75,1300,5120,1.5,4,6,1300,0.0,1925,98116,47.5589,-122.39399999999999,1090,5124
13821,6814600355,2014-06-19,618250.0,4,3.25,2520,3360,1.5,4,8,1550,1.0,1931,98115,47.6801,-122.315,1730,3360
13822,9477100620,2015-02-19,245000.0,3,1.5,1330,7125,2.0,3,7,1330,0.0,1968,98034,47.7308,-122.194,1570,7350
13823,6788203060,2014-10-10,690000.0,3,2.75,2480,3240,1.5,3,9,1890,1.0,1929,98112,47.6399,-122.311,2160,3240
13825,8732130730,2014-11-20,280000.0,3,1.75,1770,8240,1.0,4,7,1240,1.0,1978,98023,47.3066,-122.37799999999999,2060,8250
13827,705700210,2015-03-16,320000.0,3,2.25,1650,7047,2.0,3,7,1650,0.0,1994,98038,47.3826,-122.027,2010,7763
13828,2817100040,2015-02-13,355000.0,4,3.0,2580,9601,2.0,4,7,2130,1.0,1992,98070,47.3726,-122.43299999999999,1900,10092
13834,5249803185,2014-10-15,525000.0,4,1.75,2540,7200,1.0,4,7,1270,1.0,1947,98118,47.5579,-122.271,1650,7200
13836,3260810580,2015-04-17,345000.0,3,2.75,2190,7258,2.0,3,8,2190,0.0,2000,98003,47.3486,-122.301,2190,8645
13843,4123840210,2015-03-18,380000.0,3,2.5,1880,6047,2.0,3,8,1880,0.0,1993,98038,47.3722,-122.044,2120,7188
13844,5076700145,2015-04-27,550000.0,3,1.0,1140,8180,1.0,3,7,1140,0.0,1959,98005,47.5851,-122.17200000000001,1510,8588
13846,2589300065,2014-09-16,329900.0,3,1.75,1670,5209,1.5,5,7,1670,0.0,1908,98118,47.5362,-122.271,1990,4960
13847,2332700081,2014-09-01,898000.0,3,2.25,2580,11060,1.0,3,8,2580,0.0,1964,98005,47.6113,-122.164,2580,13868
13850,2310110120,2014-08-08,365000.0,3,2.5,2190,5091,2.0,3,8,2190,0.0,2004,98038,47.3506,-122.039,2200,5948
13851,2887700995,2014-05-08,530000.0,4,2.75,2280,2850,1.5,4,7,1540,1.0,1930,98115,47.6871,-122.307,1680,3800
13853,7399000580,2014-11-17,318000.0,4,2.25,2180,7000,1.0,3,8,1680,1.0,1969,98055,47.4651,-122.19200000000001,2000,8000
13858,2770600841,2014-06-04,640000.0,3,2.5,1690,1553,2.5,3,8,1690,0.0,2007,98199,47.6443,-122.385,1910,1553
13860,3876000120,2015-03-04,390000.0,5,1.75,2250,8970,1.0,4,7,1500,1.0,1966,98034,47.7217,-122.18799999999999,1940,8710
13861,3705000120,2014-07-29,284000.0,3,2.25,2080,2050,1.5,3,7,1550,1.0,2003,98042,47.4199,-122.15700000000001,2080,2275
13866,9238450330,2014-11-10,330000.0,3,1.0,1070,10563,1.0,3,7,1070,0.0,1969,98072,47.7687,-122.166,1840,9638
13868,1732800175,2014-06-30,850000.0,3,2.5,2650,2387,2.0,3,8,1830,1.0,1920,98119,47.6315,-122.36200000000001,1870,2216
13870,3990200065,2014-10-22,360000.0,4,2.5,2050,9143,2.0,3,8,2050,0.0,1992,98166,47.4597,-122.355,1510,9484
13871,3825311210,2014-08-27,699000.0,3,2.5,2680,5497,2.0,3,9,2680,0.0,2001,98052,47.7043,-122.12799999999999,2780,5497
13874,1250200418,2014-05-27,345000.0,2,1.5,1180,844,2.0,3,7,990,1.0,2005,98144,47.5998,-122.3,1170,1400
13875,7967900150,2015-04-30,367950.0,4,2.5,3030,9500,2.0,3,8,3030,0.0,1989,98001,47.3511,-122.287,2650,9500
13876,5631501073,2014-06-25,374500.0,3,2.25,1400,11400,2.0,3,8,1400,0.0,1984,98028,47.7428,-122.23100000000001,2180,9248
13877,2826049197,2014-08-04,607500.0,4,2.5,3000,8100,2.0,3,8,3000,0.0,1992,98125,47.7151,-122.305,1550,8100
13878,1775920210,2014-05-30,374000.0,3,1.0,1200,9800,1.0,4,7,1200,0.0,1971,98072,47.7412,-122.109,1220,10220
13880,9525100040,2015-04-07,705000.0,4,3.25,2740,5339,2.5,3,9,2740,0.0,2004,98103,47.6706,-122.35600000000001,1770,4820
13884,3550800040,2014-11-14,223000.0,3,1.0,940,7980,1.0,3,6,940,0.0,1961,98146,47.5107,-122.345,1050,7980
13886,8898700120,2014-06-04,400000.0,3,2.0,2260,11305,1.0,3,7,1130,1.0,1986,98055,47.4544,-122.204,2080,10248
13888,7200001005,2015-05-01,593777.0,3,1.75,1510,10450,1.0,4,7,1510,0.0,1964,98052,47.684,-122.113,1310,9450
13889,4174600072,2014-12-23,539500.0,4,3.5,2710,5722,2.0,4,8,2040,1.0,1997,98108,47.5591,-122.302,2500,5722
13890,3630060150,2015-04-01,550000.0,3,2.5,2080,2625,2.0,3,8,2080,0.0,2006,98029,47.5469,-121.99700000000001,1760,2772
13893,1566100450,2015-04-28,505000.0,3,2.0,1110,8375,1.0,5,7,1110,0.0,1951,98115,47.6978,-122.29700000000001,1410,7734
13900,3558900580,2014-09-22,470000.0,3,2.5,2000,8424,1.0,4,7,1300,1.0,1968,98034,47.7089,-122.20100000000001,2110,8400
13902,6386300120,2015-04-17,270000.0,3,1.5,1300,7907,1.0,3,7,900,1.0,1970,98030,47.3737,-122.22399999999999,1630,7600
13904,9578080040,2014-08-12,589000.0,3,3.0,1720,954,3.0,3,8,1460,1.0,2006,98119,47.648,-122.35799999999999,1720,1294
13906,8645500360,2015-03-11,197000.0,4,2.25,1790,13200,1.0,3,7,1220,1.0,1979,98058,47.4672,-122.185,1740,8950
13907,4222310220,2014-08-25,235500.0,3,1.5,1380,7600,1.0,4,7,790,1.0,1971,98003,47.3489,-122.306,1570,7904
13908,2394600157,2015-04-07,460000.0,3,2.25,1530,1840,2.0,3,8,1240,1.0,2008,98144,47.586999999999996,-122.301,1800,3431
13909,9238900085,2014-10-29,572500.0,5,1.75,2330,4947,1.0,4,8,1380,1.0,1955,98136,47.5352,-122.39200000000001,2120,5605
13913,4222200120,2015-02-05,240000.0,3,2.0,1460,7526,1.0,3,7,1460,0.0,1968,98003,47.3463,-122.304,1580,7526
13914,9477000120,2014-10-22,383000.0,3,1.75,1410,7215,1.0,3,7,1410,0.0,1967,98034,47.7343,-122.193,1550,7600
13915,7228501065,2014-06-26,750000.0,4,2.75,1750,5080,1.5,3,8,1750,0.0,1903,98122,47.6143,-122.305,1700,4572
13916,9266701085,2014-06-03,409950.0,2,1.75,1370,5125,1.0,5,6,1370,0.0,1944,98103,47.6926,-122.346,1200,5100
13918,8815400410,2015-04-03,860000.0,4,1.75,1890,4500,2.0,5,7,1490,1.0,1937,98115,47.6751,-122.289,1890,5000
13919,2459500210,2014-05-07,339950.0,3,2.25,1630,12295,2.0,4,7,1630,0.0,1985,98058,47.4279,-122.161,1730,9948
13920,1219000043,2014-05-09,315000.0,5,1.75,2320,8100,1.0,4,7,1160,1.0,1956,98166,47.4631,-122.34100000000001,1410,7271
13921,4379400580,2014-08-13,698000.0,3,2.5,2580,4636,2.0,3,9,2580,0.0,2006,98074,47.6201,-122.025,2480,4500
13922,2159900120,2014-08-22,419000.0,2,2.5,1470,2034,2.0,4,8,1470,0.0,1985,98007,47.6213,-122.15299999999999,1510,2055
13925,7508700085,2014-07-24,386500.0,3,2.25,2950,8036,1.5,3,8,1950,1.0,1963,98125,47.7239,-122.31299999999999,2060,7200
13930,7338402160,2014-10-09,349950.0,4,1.75,1780,5000,1.0,5,7,890,1.0,1903,98108,47.5329,-122.292,1860,5000
13934,2325400330,2014-12-01,350000.0,4,2.25,2190,3850,2.0,3,7,2190,0.0,2006,98059,47.4854,-122.16,1900,3850
13938,4443801285,2014-08-14,466950.0,3,1.0,1360,3880,1.0,3,7,1060,1.0,1963,98117,47.6837,-122.391,1110,3880
13944,8635760040,2014-10-08,420000.0,3,2.5,1770,3993,2.0,3,8,1770,0.0,1999,98074,47.6027,-122.02,1820,4046
13948,1954430180,2015-01-05,485000.0,3,2.5,1680,7385,2.0,3,8,1680,0.0,1988,98074,47.6194,-122.041,1970,7470
13951,1266200120,2015-03-21,720000.0,2,1.0,1370,9460,1.0,3,6,1370,0.0,1950,98004,47.6238,-122.191,1690,9930
13956,3905081520,2015-03-25,625000.0,4,2.75,2390,6979,2.0,3,8,2390,0.0,1993,98029,47.5703,-121.99600000000001,2090,6321
13958,3996900555,2014-10-17,395000.0,4,2.0,1780,8149,1.5,4,7,1780,0.0,1948,98155,47.745,-122.302,1180,8149
13960,9165100330,2014-12-12,425000.0,2,1.0,1040,4040,1.0,3,7,940,1.0,1928,98117,47.6829,-122.39299999999999,1420,4040
13963,7524950540,2015-04-03,800000.0,4,2.25,2120,9921,2.0,3,8,2120,0.0,1981,98027,47.5593,-122.08200000000001,1890,7845
13965,9103000365,2014-06-20,915000.0,3,3.25,2660,4000,2.0,3,9,2170,1.0,2003,98122,47.6186,-122.288,2660,4000
13966,6076500220,2014-09-03,400000.0,3,2.25,1180,14258,2.0,3,7,1180,0.0,1987,98034,47.7112,-122.238,1860,10390
13968,2569600150,2014-11-03,235000.0,3,1.0,1250,7592,1.0,5,7,1250,0.0,1961,98042,47.3604,-122.111,1250,7592
13969,3448000344,2014-11-12,599950.0,5,3.0,2600,13674,1.0,5,8,1300,1.0,1967,98125,47.7176,-122.302,2150,7800
13972,2591010180,2014-07-09,379000.0,3,2.5,1530,2913,2.0,4,7,1530,0.0,1986,98033,47.6939,-122.184,1370,3783
13973,3052701135,2014-06-26,626000.0,3,1.75,2430,5000,2.0,4,7,1760,1.0,1945,98117,47.6785,-122.37200000000001,1320,4062
13974,625049281,2014-05-21,535000.0,2,1.0,1030,4841,1.0,3,7,920,1.0,1939,98103,47.68600000000001,-122.34100000000001,1530,4944
13978,395300650,2014-07-21,326250.0,3,1.0,1060,9663,1.0,3,7,1060,0.0,1967,98034,47.7244,-122.226,1320,10162
13979,7812800995,2014-09-05,200000.0,2,1.0,790,5985,1.0,3,6,790,0.0,1944,98178,47.4941,-122.24,1030,5985
13980,9541600355,2014-08-13,880000.0,4,2.5,3070,8250,1.0,5,8,2100,1.0,1958,98005,47.5935,-122.17200000000001,2270,8800
13982,2781280150,2014-08-01,190000.0,2,2.5,1100,1737,2.0,3,8,1100,0.0,2006,98055,47.4499,-122.189,1610,2563
13983,7338000150,2015-01-29,160000.0,2,1.0,1070,4200,1.0,4,6,1070,0.0,1983,98002,47.3336,-122.215,1150,4200
13986,1241500155,2014-08-05,575000.0,3,2.5,2070,3599,2.0,3,8,2070,0.0,1999,98033,47.6679,-122.165,2070,6844
13987,9266700256,2014-10-13,470000.0,2,1.0,1190,5200,1.0,5,7,1190,0.0,1912,98103,47.6939,-122.348,1550,5100
13989,7789000120,2015-04-21,229000.0,3,1.0,940,8400,1.0,3,7,940,0.0,1958,98056,47.5108,-122.165,1190,8400
13993,526059183,2014-08-01,405000.0,4,2.25,1970,15743,1.0,3,7,1370,1.0,1962,98011,47.7673,-122.20200000000001,2390,11336
13995,6146600175,2014-11-07,129000.0,2,1.0,760,5240,1.0,3,6,760,0.0,1949,98032,47.38800000000001,-122.234,980,5080
13997,8651442060,2014-06-11,214950.0,3,1.75,1570,4875,1.0,4,7,1310,1.0,1977,98042,47.3621,-122.094,1380,5200
13999,7881500330,2015-03-04,515000.0,3,1.75,1900,5000,1.0,4,7,950,1.0,1925,98106,47.5677,-122.363,1420,5000
14001,7147600220,2014-06-26,230000.0,3,1.0,1060,9946,1.0,4,7,1060,0.0,1956,98188,47.4432,-122.28200000000001,1310,10619
14005,8898700880,2015-03-17,295000.0,2,2.0,1590,8000,1.0,3,7,910,1.0,1984,98055,47.458999999999996,-122.205,1590,8364
14006,4318200360,2014-07-30,286000.0,2,1.0,1170,6543,1.0,3,7,1170,0.0,1913,98136,47.537,-122.385,1550,7225
14007,6798100610,2015-01-08,425000.0,3,1.5,1190,8100,1.0,3,7,830,1.0,1947,98125,47.7146,-122.311,1256,8100
14008,7466900220,2014-12-12,170000.0,2,1.0,1300,11400,1.0,3,7,1300,0.0,1961,98003,47.3459,-122.29899999999999,1360,9750
14010,7977200995,2015-05-06,506000.0,3,2.0,1160,6120,1.0,3,7,1160,0.0,1947,98115,47.6853,-122.29299999999999,1150,5100
14011,1862900360,2014-09-22,315000.0,3,2.5,1950,9618,2.0,3,7,1950,0.0,1992,98031,47.4068,-122.18,1890,7133
14014,3874010220,2014-06-24,289000.0,3,2.5,1970,9607,2.0,3,7,1090,1.0,1988,98001,47.3462,-122.286,2020,9608
14018,8113100150,2014-07-14,210000.0,3,1.0,920,6612,1.0,3,6,920,0.0,1948,98118,47.548,-122.28399999999999,1860,8424
14020,3955900150,2014-12-29,360000.0,4,2.5,2490,4751,2.0,3,7,2490,0.0,2001,98056,47.4813,-122.18799999999999,2510,5233
14022,686450210,2014-11-04,550000.0,4,2.25,1650,7200,1.0,3,8,1650,0.0,1967,98008,47.6384,-122.116,2180,7950
14024,5700003221,2014-12-10,1080000.0,4,2.75,2990,7389,1.5,4,8,2090,1.0,1923,98144,47.5711,-122.28399999999999,2510,6157
14025,8651402700,2014-10-28,202950.0,2,1.0,1060,5144,1.0,5,6,1060,0.0,1969,98042,47.3613,-122.088,1130,5200
14029,9141100210,2014-09-08,257000.0,2,1.0,770,9497,1.0,3,6,770,0.0,1950,98133,47.7407,-122.351,1550,7532
14031,1245000438,2015-04-13,885000.0,4,2.5,2620,9157,2.0,3,8,2620,0.0,1996,98033,47.6916,-122.20299999999999,2240,7405
14032,1498300775,2014-06-24,355000.0,2,2.25,930,747,2.0,3,8,630,1.0,2007,98144,47.5844,-122.316,940,6000
14033,4051100230,2014-08-20,240000.0,3,1.0,1340,7000,1.0,4,7,1340,0.0,1978,98042,47.3742,-122.149,1850,7904
14035,1523550220,2015-03-28,639900.0,3,2.5,2330,4160,2.0,4,8,2330,0.0,1992,98052,47.6367,-122.109,2940,4500
14040,3764500230,2014-08-21,661000.0,3,2.0,1820,4418,2.0,4,8,1820,0.0,1994,98033,47.6947,-122.19,1920,13402
14043,9238901020,2014-09-16,289000.0,2,1.0,780,4132,1.0,3,7,780,0.0,1942,98136,47.5324,-122.387,1100,5100
14046,7518507330,2014-07-24,535610.0,3,1.0,1610,5100,1.5,5,7,1010,1.0,1901,98117,47.6765,-122.38600000000001,1270,5100
14048,2822100175,2014-08-27,284000.0,3,1.75,1430,4850,1.0,3,7,930,1.0,1978,98108,47.5472,-122.303,1430,4850
